Product Name,SalesAmountWithShipping,MarketShare,RelativeMarketShare,CAGR,Category
Acme® Office Executive Series Stainless Steel Trimmers,395.5,0.0041965949808768594,0.0020169495155751335,0.71430764802601,Dog
Acme® Preferred Stainless Steel Scissors,485.28,0.005149237957825341,0.002474804705229585,0.2908712874079431,Dog
"Adams ""While You Were Out"" Message Pads",141.57999999999998,0.0015022855054173093,0.000722022028862522,1.6470891293147858,Dog
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",1510.08,0.01602324689942485,0.00770102433496763,-0.362054661188165,Dog
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",920.1999999999999,0.009764113025038903,0.0046927862053912466,0.555505286222624,Dog
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",178.5,0.0018940384426966359,0.0009103046486224056,0.0,Dog
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",438.56,0.0046534985962411015,0.0022365445753492557,-0.8559112501816157,Dog
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",243.15,0.0025800305173203754,0.001240003223039428,0.6995235098083865,Dog
"Adams Telephone Message Books, 5 1/4” x 11”",76.75999999999999,0.0008144895846576681,0.00039145649763728765,7.383863080684597,Dog
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",737.26,0.007822962365616368,0.003759838684836721,-0.23686524349011173,Dog
Adesso Programmable 142-Key Keyboard,55905.18,0.5932020171757709,0.2851022142076881,0.8186951763587726,Dog
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",4958.58,0.052614796309169105,0.02528749817684083,-0.5065761516365247,Dog
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",2192.54,0.02326473415770354,0.011181396942804308,-0.3878907073065563,Dog
Advantus Map Pennant Flags and Round Head Tacks,316.2,0.003355153812776898,0.0016125396632739755,-0.15477209721561902,Dog
Advantus Panel Wall Acrylic Frame,196.5,0.002085033915909742,0.0010021000753742447,10.129629629629632,Dog
Advantus Panel Wall Certificate Holder - 8.5x11,701.1,0.007439273681650484,0.0035754318719841372,0.1820261505914338,Dog
Advantus Plastic Paper Clips,361.78,0.0038387967943909742,0.001844986082793355,-0.38456465832173514,Dog
Advantus Push Pins,88.36,0.0009375755562838921,0.00045061355043291733,0.370135384460353,Dog
"Advantus Push Pins, Aluminum Head",850.47,0.009024217783530578,0.004337180921646484,0.33081956401663626,Dog
Advantus Rolling Storage Box,877.3399999999999,0.00930933158159925,0.004474211094803255,-0.082594883908364,Dog
Advantus SlideClip™ Paper Clips,90.06,0.0009556140176429078,0.00045928311851503557,0.0,Dog
Airmail Envelopes,2513.93,0.02667495833192355,0.012820404287458398,0.08123528149637749,Dog
Alliance Rubber Bands,6.06,6.430180931507906e-05,3.090446033978586e-05,0.0,Dog
Aluminum Document Frame,1851.31,0.019643990528564196,0.00944121063888597,0.04631770504144317,Dog
Ames Color-File® Green Diamond Border X-ray Mailers,26829.7,0.2846861804258708,0.13682465339576783,0.5938507755554219,Dog
Ampad #10 Peel & Seel® Holiday Envelopes,238.48000000000002,0.002530477802881198,0.0012161874095432568,-0.47336603646561315,Dog
"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",220.75,0.0023423472617662877,0.0011257689141926947,-0.7460948594149389,Dog
Anderson Hickey Conga Table Tops & Accessories,2845.95,0.030197975943935522,0.014513621931355377,0.8764498725875123,Dog
"Angle-D Binders with Locking Rings, Label Holders",1618.34,0.017171978562205457,0.008253122829420638,0.9361504617212895,Dog
Array® Memo Cubes,774.48,0.008217898560782581,0.003949651228375803,-0.44785750752203546,Dog
"Array® Parchment Paper, Assorted Colors",1408.26,0.014942849172616048,0.007181768204308061,1.0972917014232837,Dog
Artistic Insta-Plaque,963.1800000000001,0.01022016777163331,0.0049119732854909165,-0.3196085318137595,Dog
Assorted Color Push Pins,218.83,0.0023219744112902233,0.001115977402005832,1.0615272246568406,Dog
Astroparche® Fine Business Paper,453.2,0.004808841581121095,0.0023112048557740856,1.4448160535117056,Dog
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",11627.06,0.123373101487621,0.05929505192051332,1.8765894787748891,Dog
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",8519.0,0.09039391312791395,0.043444735583273233,-0.42876800390709235,Dog
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",20987.3,0.22269329416474568,0.10702989777049306,-0.6472670505596613,Dog
Avanti 1.7 Cu. Ft. Refrigerator,5834.16,0.06190545277783196,0.029752733718806126,5.410350426660979,Dog
Avanti 4.4 Cu. Ft. Refrigerator,32058.18,0.3401648477472742,0.16348857299929317,-0.12517669880680826,Dog
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",141.83,0.0015049382203230469,0.0007232969653451864,-0.09381581755944823,Dog
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",914.8100000000001,0.009706920491671201,0.004665298574825002,-0.4313156950176923,Dog
Avery 474,442.98,0.004700398595774542,0.0022590854523627632,1.011666441554087,Dog
Avery 478,178.76,0.0018967972661986029,0.0009116305825643765,0.7320508075688772,Dog
Avery 479,566.65,0.0060126436053448105,0.002889771031607205,2.5088028887680527,Dog
Avery 48,967.9,0.010270251029053636,0.004936044086283621,0.340746722016404,Dog
Avery 481,707.74,0.007509729789546874,0.0036092941849637044,-0.410272854845929,Dog
Avery 482,18.33,0.00019449705688867974,9.347834290895626e-05,0.0,Dog
Avery 484,183.44,0.0019464560892340106,0.0009354973935198548,-0.4650092364401264,Dog
Avery 485,1306.12,0.0138590559707279,0.00666088015495068,0.9394161516638073,Dog
Avery 487,1335.3999999999999,0.014169741940487883,0.006810200715800337,-0.32940405680429763,Dog
Avery 49,836.8199999999999,0.008879379549677303,0.004267569389693005,2.2638928961333757,Dog
Avery 491,770.64,0.00817715285983045,0.003930068204002076,0.487207337453228,Dog
Avery 492,111.44,0.0011824741963815859,0.0005683156865124978,0.18712509388043452,Dog
Avery 493,1003.73,0.010650438129343945,0.005118767982979087,-0.31961318736448163,Dog
Avery 494,771.62,0.008187551502260942,0.003935065955014121,-0.11510986324688421,Dog
Avery 496,268.75,0.002851668523667904,0.001370556718864266,-0.1783681698270737,Dog
Avery 497,220.68,0.002341604501592681,0.0011254119319775487,1.5310125537732393,Dog
Avery 498,457.84000000000003,0.004858075969771585,0.0023348676768923373,-0.034188049016802835,Dog
Avery 501,888.41,0.009426793797625312,0.004530665282255638,3.5134984651571255,Dog
Avery 503,1122.75,0.011913342641667496,0.005725739743645971,4.8345638081574425,Dog
Avery 504,79.26,0.0008410167337150441,0.00040420586246393207,-0.6442375472792676,Dog
Avery 506,904.71,0.009599750809479403,0.004613791140925358,0.5661003383246521,Dog
Avery 507,68.74000000000001,0.0007293904904816065,0.0003505565352734127,0.24832744941811336,Dog
Avery 508,1045.01,0.011088454414579335,0.005329285494996639,0.21515168794042627,Dog
Avery 51,933.5999999999999,0.009906298543986437,0.004761122800862059,-0.29138633246469925,Dog
Avery 510,1612.5,0.017110011142007425,0.008223340313185596,0.4096082199994988,Dog
Avery 511,272.91,0.002895809699699378,0.0013917716619358024,-0.555059561058227,Dog
Avery 514,119.16,0.0012643900326707626,0.0006076857250971756,0.06678887720895776,Dog
Avery 516,37.05,0.0003931323490303101,0.00018894558673086904,0.0,Dog
Avery 52,143.22,0.001519687315198948,0.0007303856121888007,0.9518311069482321,Dog
Avery 520,176.75,0.0018754694383564727,0.0009013800932437544,0.2297134308249298,Dog
Avery Arch Ring Binders,1865.1599999999999,0.019790950934342057,0.00951184212002558,-0.1736856189131667,Dog
Avery Binder Labels,410.07,0.004351195205583246,0.002091252813784817,0.17412232920596704,Dog
Avery Binding System Hidden Tab™ Executive Style Index Sets,275.36,0.002921806305775606,0.0014042660394659138,0.6368390398084782,Dog
Avery Durable Binders,487.21999999999997,0.005169823025493865,0.0024846982123350615,0.7498868998644856,Dog
Avery Durable Poly Binders,303.24,0.0032176370720634617,0.0015464469560126514,1.2181847569071174,Dog
Avery File Folder Labels,90.87,0.0009642088139374976,0.00046341391271886834,-0.47336876712449205,Dog
"Avery Flip-Chart Easel Binder, Black",7597.88,0.08062003811202194,0.038747257611625785,0.2582669403733866,Dog
Avery Hanging File Binders,1639.95,0.017401279238657412,0.008363328338982151,-0.4732439856669094,Dog
Avery Heavy-Duty EZD ™ Binder With Locking Rings,304.71,0.003233235035709198,0.0015539435825307178,-0.34284026247649757,Dog
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",121.25,0.0012865667292827289,0.0006183441940922502,-0.32244217610917325,Dog
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",283.14,0.0030043587936421593,0.0014439420628064308,-0.19630513015270457,Dog
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,286.65,0.003041602910918715,0.0014618421710230394,-0.5459928976551227,Dog
"Avery Hi-Liter® EverBold™ Pen Style Fluorescent Highlighters, 4/Pack",266.72,0.002830128478633315,0.001360204234625031,0.0,Dog
Avery Hi-Liter® Fluorescent Desk Style Markers,529.85,0.005622163971220238,0.0027021003813590006,-0.009067556213871675,Dog
Avery Hi-Liter® Smear-Safe Highlighters,120.95,0.0012833834713958437,0.0006168142703130529,-0.009046817362239001,Dog
Avery Hole Reinforcements,202.32,0.002146789118915313,0.0010317805966906727,13.327272727272728,Dog
Avery Legal 4-Ring Binder,2361.68,0.02505945495432936,0.012043967969515757,0.18131404734464285,Dog
Avery Non-Stick Binders,158.62,0.0016830945533923831,0.0008089216995209298,3.5793176222300387,Dog
Avery Poly Binder Pockets,711.93,0.007554189291367036,0.0036306621204131606,-0.1310172238451648,Dog
Avery Premier Heavy-Duty Binder with Round Locking Rings,191.62,0.002033252920949744,0.000977213315232635,0.0,Dog
Avery Printable Repositionable Plastic Tabs,1823.86,0.01935272243191421,0.009301222613089414,-0.328757526594013,Dog
Avery Reinforcements for Hole-Punch Pages,113.75999999999999,0.0012070913907068306,0.0005801470970716238,2.1874754901018454,Dog
Avery Round Ring Poly Binders,127.08000000000001,0.0013484280408845295,0.0006480757128679849,0.0,Dog
Avery Self-Adhesive Photo Pockets for Polaroid Photos,1346.04,0.014282641486876076,0.006864462012502536,-0.07366943061690168,Dog
"Avery Trapezoid Extra Heavy Duty 4"" Binders",2959.7200000000003,0.031405173443238586,0.01509382002588631,1.0365897320597899,Dog
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",2274.83,0.024137901796076125,0.011601055035438134,-0.12866639265457036,Dog
Avery White Multi-Purpose Labels,434.16,0.00460681081390012,0.002214105693254362,-0.22007199828579882,Dog
"Avery® 3 1/2"" Diskette Storage Pages, 10/Pack",382.65,0.004060245434721947,0.0019514177803661816,-0.21313000622714717,Dog
"Avery® Durable Plastic 1"" Binders",488.97999999999996,0.005188498138430257,0.0024936737651730188,-0.1390007238272325,Dog
Avery® Durable Slant Ring Binders With Label Holder,201.25,0.002135435499118756,0.001026323868544869,0.6508868354414143,Dog
Avoid Verbal Orders Carbonless Minifold Book,77.63,0.0008237210325296349,0.0003958932765969599,-0.276038196757717,Dog
BASF Silver 74 Minute CD-R,242.31,0.0025711173952370973,0.0012357194364576757,-0.2816149283674778,Dog
"BOSTON® Ranger® #55 Pencil Sharpener, Black",821.8,0.00872000443814059,0.004190971205814526,-0.6082704055408947,Dog
BPI Conference Tables,10492.8,0.11133762785169334,0.05351061410120547,0.13648554213761788,Dog
Bagged Rubber Bands,226.52,0.002403571921790711,0.0011551944482125899,1.731958766467172,Dog
Balt Solid Wood Rectangular Table,7550.860000000001,0.08012111549255083,0.03850746755796627,0.039760233047209326,Dog
Balt Split Level Computer Training Table,8257.18,0.0876157778614331,0.04210952010370843,-0.09061130116209848,Dog
Barrel Sharpener,612.3,0.0064970293471324925,0.00312257443334173,0.5463957056934923,Dog
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",6187.2,0.06565151065911834,0.03155314802216553,4.0233644859813085,Dog
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",3651.6,0.038746614999165464,0.01862223224038978,0.1364562634043942,Dog
Belkin 105-Key Black Keyboard,5142.92,0.05457080217206377,0.026227585341698275,-0.008846707278953092,Dog
"Belkin 107-key enhanced keyboard, USB/PS/2 interface",4469.06,0.047420568306542454,0.022791070548865255,-0.27203116264350646,Dog
"Belkin 325VA UPS Surge Protector, 6'",9936.32,0.10543289668871393,0.05067270748571306,0.5634875440092877,Dog
Belkin 5 Outlet SurgeMaster™ Power Centers,12426.39,0.13185467991003388,0.06337143183526596,-0.8186725203742786,Dog
Belkin 6 Outlet Metallic Surge Strip,3363.39,0.035688459147234945,0.017152434465714916,0.6658010931781528,Dog
Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,679.14,0.007206259204330494,0.0034634414513468933,0.0,Dog
Belkin 8 Outlet Surge Protector,4233.26,0.04491852760745076,0.02158855045841616,0.38880948761498635,Dog
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,5258.16,0.05579359763501256,0.026815280062747266,1.7888230998359589,Dog
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,3995.02,0.04239059641087907,0.02037358698789626,-0.061194837026724014,Dog
Belkin ErgoBoard™ Keyboard,10017.6,0.10629534735886734,0.051087214834956915,-0.33488588926851515,Dog
Belkin F5C206VTEL 6 Outlet Surge,5790.48,0.06144197042950148,0.029529976816554993,-0.9034054109332212,Dog
Belkin F9M820V08 8 Outlet Surge,10680.74,0.11333183280923062,0.05446906035141329,-0.1999642938598477,Dog
Belkin MediaBoard 104- Keyboard,5190.76,0.055078425696425716,0.026471557187020944,0.05516756296997771,Dog
Belkin OmniView SE Rackmount Kit,1098.44,0.011655392644233573,0.0056017649200716816,-0.5910210364289379,Dog
Belkin Premiere Surge Master II 8-outlet surge protector,6205.57,0.06584643215039195,0.03164683035491171,39.44506778868631,Dog
